wvl_list,LD_redchi2,alpha_mean,alpha_median,alpha_err_16,alpha_err_84,theta_mean,theta_median,theta_err_16,theta_err_84
2.2078611436882056e-06,11.835333075151881,1.0936634098946802,1.1154934505878744,0.1341705708934221,0.1339562738968434,1.9143217679531998e-08,1.9112427760992015e-08,2.729299512582759e-10,2.723402707762003e-10
2.2210756469576154e-06,10.878617968646116,1.5276340993745128,1.6467460798811944,0.17481224705344967,0.1792841183140783,2.0218947547886824e-08,2.032004784537071e-08,3.4256308947897053e-10,3.4521899303389957e-10
2.234290150227025e-06,14.930076768028227,0.9590763627927862,1.1252844878055097,0.16019169018743318,0.15000335770080953,1.8915805554996706e-08,1.901123610321686e-08,3.2578892801239165e-10,2.9905550179536017e-10
2.247504653496435e-06,20.27843865257666,-0.06419280463780226,0.05551413655310756,0.04648074033606181,0.07675933823047534,1.6811670528517102e-08,1.6762447192612045e-08,1.0847689183098747e-10,1.95366671034976e-10
2.2607191567658447e-06,14.869855486052602,0.5242730815601055,0.5722661029116728,0.15820896253034655,0.16437049764631506,1.7941822544138378e-08,1.7910359258701363e-08,3.2137547461595347e-10,3.5449815826263124e-10
2.2739336600352544e-06,24.123764579468386,1.7436606958511378,1.7346738683655347,0.1916128555189487,0.20660888192070304,2.020173870934728e-08,2.0164110640596992e-08,3.647386172085427e-10,3.8516207659275424e-10
2.287148163304664e-06,26.347294355599264,0.5844517499238394,0.7901884716109622,0.18218664710504806,0.15496461015020857,1.8246155611098246e-08,1.8373794034092434e-08,3.5126098279045586e-10,3.173335016467024e-10
2.300362666574074e-06,36.16741768557467,-0.10261571557310836,0.08745208889801578,0.08561171754562913,0.10840645746999664,1.7210999224135116e-08,1.7198372118507376e-08,1.8155791514129388e-10,2.55566225907419e-10
2.3135771698434837e-06,34.471209799471225,0.5167903265189612,0.7900575688702114,0.2453775073821044,0.18365809556116186,1.8535701050240117e-08,1.8685388160475067e-08,4.312844556583368e-10,3.9207345796747204e-10
2.3267916731128935e-06,29.548854397206394,2.0753167988541827,2.0451545996529132,0.1924080581878438,0.21624776042644012,2.2519173404994656e-08,2.2441964552027368e-08,3.8721953253789477e-10,4.3054955571684724e-10
2.3400061763823032e-06,33.93527952978741,-0.06552098658872563,0.10197175010905121,0.0848971608942456,0.12712378782124953,1.7164607829043654e-08,1.713159179026833e-08,1.9205115349169638e-10,3.060117929208229e-10
2.353220679651713e-06,25.313924244395945,0.029253153228867255,0.30835103763550653,1.2594070898495675,0.13049082719804972,2.0175203676192045e-08,2.0311610080066635e-08,4.503250961590862e-10,3.5895320526208804e-10
2.3664351829211228e-06,42.363719161213254,-0.21087495295246622,0.039772221944880025,1.133388063732466,0.08124519773444919,1.7590082640552533e-08,1.7571731881765914e-08,1.0875205392139103e-10,2.476980191162495e-10
2.3796496861905325e-06,38.376421306485774,0.5565851007417597,0.7472484636699899,0.20770863577956533,0.18365762075266434,1.9850898195180307e-08,1.996442610260755e-08,4.1922717582050975e-10,4.2512094154650217e-10
